,Unnamed: 0,Title,Weekend Gross,Number of cinemas,Site average,Distributor,date,Film
0,15,,9314492.0,,,,19062016,Total
0,15,,14508458.0,,,,19062022,Total
0,15,Total,27754498.0,3507.0,7914.028514399772,,19072009,
0,15,,14024935.0,,,,19072015,Total
0,15,,241931.0,,,,19072020,Total
0,15,Total,14913624.0,4452.0,3349.870619946092,,19082007,
0,15,Total,17839678.0,4862.0,3669.205676676265,,19082012,
0,15,,16447408.412942003,413.6666666666667,68607.71738885134,,19082018,Total
0,15,Total,7064890.0,4819.0,1466.0489728159368,,19092010,
0,15,,5133255.0,,,,19092021,Total
0,15,Total,8071111.0,4182.0,1929.9643711142996,,19102008,
0,15,Total,13675549.759835904,4938.0,2769.45114617981,,19102014,
0,15,,19041525.0,294.7333333333333,2564.117547823334,,19112017,Total
0,15,Total,6829114.0,4071.0,1677.502824858757,,19122010,
0,15,,34709243.0,,,,19122021,Total
0,15,Total,10353600.0,4840.0,2139.1735537190084,,20012008,
0,15,Total,13234909.0,5478.0,2416.0111354508945,,20012013,
0,15,,14732475.641095754,424.8,2106.1324602238005,,20012019,Total
0,15,Total,18675566.0,5185.0,3601.84493731919,,20022011,
0,15,,12029633.0,,,,20022022,Total
0,15,Total,7113582.0,4694.0,1515.4627183638688,,20032011,
0,15,,8512241.0,,,,20032016,Total
0,15,,7309262.0,,,,20032022,Total
0,15,Total,6890054.0,4597.0,1498.815314335436,,20042008,
0,15,Total,14947026.0,4834.0,3092.061646669425,,20042014,
0,15,Total,12646338.0,4434.0,2852.128552097429,,20052012,
0,15,,17319634.404654376,303.4,17220.342125549334,,20052018,Total
0,15,Total,4627830.0,4471.0,1035.077163945426,,20062010,
0,15,,7096490.0,,,,20062021,Total
0,15,Total,15169860.0,3945.0,3845.338403041825,,20072008,
0,15,Total,16753047.0,5137.0,3261.2511193303485,,20072014,
0,15,,10854886.217575232,457.0,1574.9453284390734,,20082017,Total
0,15,Total,6557680.0,4412.0,1486.328195829556,,20092009,
0,15,,9920104.0,,,,20092015,Total
0,15,,2536405.0,,,,20092020,Total
0,15,Total,11469217.0,4378.0,2619.738921882138,,20102013,
0,15,,14983948.0,,,,20102019,Total
0,15,Total,20435974.0,4175.0,4894.844071856287,,20112011,
0,15,,21994681.95349185,338.6666666666667,2699.9941631596635,,20112016,Total
0,15,,9950351.0,,,,20112022,Total
0,15,,38845378.0,,,,20122015,Total
0,15,,1202824.0,,,,20122020,Total
0,15,,21074577.975306284,433.3333333333333,2749.5677269546663,,21012018,Total
0,15,Total,13669638.0,4623.0,2956.8760545100586,,21022010,
0,15,,17272393.0,,,,21022016,Total
0,15,Total,13204181.0,4532.0,2913.5439099735217,,21032010,
0,15,Total,8083198.0,4730.0,1708.921353065539,,21042013,
0,15,,5833854.0,,,,21042019,Total
0,15,,9126395.816492869,338.0,1386.4245637457138,,21052017,Total
0,15,Total,13975726.0,4354.0,3209.858980248048,,21062009,
0,15,,16540822.0,,,,21062015,Total
0,15,Total,9948826.0,3646.0,2728.6961053209,,21072013,
0,15,,24547235.0,,,,21072019,Total
0,15,Total,22966976.0,4980.0,4611.842570281125,,21082011,
0,15,,14612392.0,438.6,1971.168844437532,,21082016,Total
0,15,,7485264.0,,,,21082022,Total
0,15,Total,7222758.0,4575.0,1578.744918032787,,21092008,
0,15,Total,7237063.0,4983.0,1452.3505920128437,,21092014,
0,15,Total,8272928.0,3871.0,2137.1552570395247,,21102007,
0,15,Total,15208369.0,4408.0,3450.1744555353903,,21102012,
0,15,,15001546.406902216,405.1333333333333,2171.48835619,,21102018,Total
0,15,Total,22425038.0,3772.0,5945.132025450689,,21112010,
0,15,,9482217.0,,,,21112021,Total
0,15,Total,8642215.0,3943.0,2191.7867106264266,,21122008,
0,15,Total,13925548.0,4394.0,3169.2189349112427,,21122009,
0,15,Total,15709138.0,5422.0,2897.2958317963853,,21122014,
0,15,Total,12721317.0,5108.0,2490.469263899765,,22012012,
0,15,,13957143.739525346,368.4666666666666,2175.6185572905733,,22012017,Total
0,15,,8804251.0,,,,22012023,Total
0,15,Total,13733509.0,4437.0,3095.2240252422807,,22022009,
0,15,Total,15483700.0,,,,22022015,
0,15,Total,7724653.0,4523.0,1707.860490824674,,22032009,
0,15,,12406593.0,,,,22032015,Total
0,15,Total,8855228.0,4847.0,1826.9502785227976,,22042012,
0,15,,6275564.161251461,397.9333333333333,16116.713198732,,22042018,Total
0,15,Total,15199561.0,3999.0,3800.8404601150287,,22052011,
0,15,Mustang,14530997.0,,,,22052016,
0,15,,6676874.0,,,,22052022,Total
0,15,Total,8299191.0,3623.0,2290.695832183273,,22062008,
0,15,Total,8567045.0,5217.0,1642.1401188422465,,22062014,
0,15,Total,12124734.0,2815.0,4307.187921847247,,22072007,
0,15,Total,18893585.0,3243.0,5825.958988590811,,22072012,
0,15,,19904674.270155843,281.3333333333333,4834.169372133226,,22072018,Total
0,15,Total,15486660.0,5466.0,2833.271130625686,,22082010,
0,15,,8310440.0,,,,22082021,Total
0,15,Total,7472299.0,5616.0,1330.5375712250711,,22092013,
0,15,,11362711.0,,,,22092019,Total
0,15,,10791855.479310123,332.3333333333333,2668.743683027767,,22102017,Total
0,15,Total,20856888.0,3850.0,5417.373506493506,,22112009,
0,15,,19186680.0,,,,22112015,Total
0,15,,22008.0,,,,22112020,Total
0,15,Total,18254533.0,4277.0,4268.069441197101,,22122013,
0,15,,31052049.0,,,,22122019,Total
0,15,Total,13966503.0,4909.0,2845.0810755754737,,23012011,
0,15,,8409847.0,,,,23012022,Total
0,15,Total,14713550.53609844,5803.0,2535.5075885056763,,23022014,
0,15,,15065064.0,,,,23022020,Total
0,15,Total,13379090.0,3890.0,3439.3547557840616,,23032008,
0,15,Total,6910698.0,5284.0,1307.8535200605602,,23032014,
0,15,,10180073.449608916,338.4,14978.127577154664,,23042017,Total
0,15,Total,7291947.0,4154.0,1755.403707270101,,23052010,
0,15,,9051054.0,,,,23052021,Total
0,15,Total,12266862.0,4001.0,3065.9490127468134,,23062013,
0,15,,18892343.31953379,,,,23062019,Total
0,15,,22312607.07198468,342.3333333333333,2958.965224488572,,23072017,Total
0,15,Total,9259255.0,5414.0,1710.2428888067973,,23082009,
0,15,,10619162.0,,,,23082015,Total
0,15,,992058.0,,,,23082020,Total
0,15,Total,7039973.0,4663.0,1509.7518764743727,,23092007,
0,15,Total,7404794.0,4865.0,1522.0542651593012,,23092012,
0,15,,12020242.599193895,406.26666666666665,1854.3623513293333,,23092018,Total
0,15,Total,12012651.0,4803.0,2501.0724547158025,,23102011,
0,15,,16112800.943810282,392.8,2344.0979938584032,,23102016,Total
0,15,,12539985.0,,,,23102022,Total
0,15,Total,7926519.0,4104.0,1931.4130116959063,,23112008,
0,15,Total,20240086.0,4380.0,4621.024200913242,,23112014,
0,15,Total,11145716.0,3868.0,2881.519131334023,,23122007,
0,15,Total,15056352.0,4617.0,3261.0682261208576,,23122012,
0,15,,17233188.34312521,381.6666666666667,2234.379734997145,,23122018,Total
0,15,Total,14409926.0,4384.0,3286.9356751824816,,24012010,
0,15,,14703718.0,,,,24012016,Total
0,15,Total,9652645.0,4533.0,2129.4165012133244,,24022008,
0,15,Total,11567081.0,5224.0,2214.219180704441,,24022013,
0,15,,10117780.707149075,,,,24022019,Total
0,15,Total,11523207.0,4020.0,2866.469402985075,,24032013,
0,15,,10245418.702296209,,,,24032019,Total
0,15,Total,10475246.0,4615.0,2269.825785482124,,24042011,
0,15,,13183265.0,,,,24042016,Total
0,15,,7844017.0,,,,24042022,Total
0,15,Total,10684430.0,4184.0,2553.640057361377,,24052009,
0,15,,10845744.0,,,,24052015,Total
0,15,Total,6241010.0,3116.0,2002.8915275994864,,24062007,
0,15,Total,7481622.0,4825.0,1550.5952331606218,,24062012,
0,15,,10379251.380207624,335.1333333333333,9911.213538062571,,24062018,Total
0,15,Total,17171225.0,3322.0,5168.941902468393,,24072011,
0,15,,17728126.0,394.6428571428572,2482.428571428572,,24072016,Total
0,15,,11634976.0,,,,24072022,Total
0,15,Total,11292137.0,4721.0,2391.8951493327686,,24082008,
0,15,Total,12487429.0,5733.0,2178.1665794522937,,24082014,
0,15,,14933878.997564984,377.6666666666667,1954.754114983936,,24092017,Total
0,15,Total,12887058.0,4635.0,2780.3792880258898,,24102010,
0,15,,17817941.0,,,,24102021,Total
0,15,Total,20579995.0,5228.0,3936.494835501148,,24112013,
0,15,,22419883.0,,,,24112019,Total
0,15,,29869446.0,307.4,3973.3268592946665,,24122017,Total
0,15,Total,13405995.0,4889.0,2742.073021067703,,25012009,
0,15,Total,12225706.0,,,,25012015,
0,15,,17281740.454503573,421.73333333333335,2578.7947869126883,,25022018,Total
0,15,Total,9623378.0,4202.0,2290.1899095668728,,25032012,
0,15,,12306388.491011389,352.1333333333333,24958.698558074782,,25032018,Total
0,15,Total,7147096.0,4822.0,1482.184985483202,,25042010,
0,15,Total,15277312.0,3485.0,4383.733715925395,,25052008,
0,15,Total,16521299.0,4696.0,3518.1641822827937,,25052014,
0,15,,10094296.37412457,378.4666666666666,1559.176588994285,,25062017,Total
0,15,Total,29194026.0,3249.0,8985.542012927055,,25072010,
0,15,,6342060.0,,,,25072021,Total
0,15,Total,12429308.0,6106.0,2035.5892564690469,,25082013,
0,15,,9578946.0,,,,25082019,Total
0,15,Total,8460953.0,4949.0,1709.6288139017984,,25092011,
0,15,,12369353.356880251,349.46666666666664,1822.692556790619,,25092016,Total
0,15,,8908405.0,,,,25092022,Total
0,15,Total,10802508.0,4490.0,2405.9037861915367,,25102009,
0,15,,11613071.0,,,,25102015,Total
0,15,,1458146.0,,,,25102020,Total
0,15,Total,7275424.0,3860.0,1884.8248704663213,,25112007,
0,15,Total,15231367.0,4200.0,3626.515952380953,,25112012,
0,15,,15664479.782182688,368.73333333333335,2116.295092861931,,25112018,Total
0,15,Total,7332826.0,4396.0,1668.0677888989992,,25122011,
0,15,,12604734.0,324.8,1747.072396217333,,25122016,Total
0,15,,8140246.0,,,,25122022,Total
0,15,Total,13313120.0,5187.0,2566.6319645267013,,26012014,
0,15,,15525725.0,,,,26012020,Total
0,15,Total,11583975.0,4851.0,2387.95609152752,,26022012,
0,15,,12950304.18541514,402.4,1950.1272708445117,,26022017,Total
0,15,,9252607.0,,,,26022023,Total
0,15,,19228769.794445217,324.53333333333336,15879.944349175332,,26032017,Total
0,15,Total,7548415.0,4497.0,1678.544585279075,,26042009,
0,15,,23019699.0,,,,26042015,Total
0,15,Total,17659410.0,4178.0,4226.761608425084,,26052013,
0,15,,,,,,26052019,Total
0,15,,18234922.0,,,,26062016,Total
0,15,,15141239.0,,,,26062022,Total
0,15,Total,13828608.0,3713.0,3724.375976299488,,26072009,
0,15,,14024935.0,,,,26072015,Total
0,15,,313332.0,,,,26072020,Total
0,15,Total,8340312.0,4444.0,1876.7578757875788,,26082007,
0,15,Total,11651972.0,5213.0,2235.175906387876,,26082012,
0,15,,14836091.0,415.3333333333333,32712.980128660525,,26082018,Total
0,15,Total,7422823.0,4579.0,1621.0576545097183,,26092010,
0,15,,5097724.0,,,,26092021,Total
0,15,Total,16398748.0,4202.0,3902.605425987625,,26102008,
0,15,Total,11614560.523943812,5097.0,2278.70522345376,,26102014,
0,15,,17623557.333170995,366.4666666666666,2417.029842492239,,26112017,Total
0,15,Total,6159633.0,4410.0,1396.7421768707484,,26122010,
0,15,,8643614.0,,,,26122021,Total
0,15,Total,11447857.0,4908.0,2332.489201303993,,27012008,
0,15,Total,15212124.0,5453.0,2789.679809279296,,27012013,
0,15,,12637086.788182303,452.3333333333333,1910.5721878231927,,27012019,Total
0,15,Total,16327468.0,5863.0,2784.831656148729,,27022011,
0,15,,10915686.0,,,,27022022,Total
0,15,Total,8184150.0,4917.0,1664.4600366076877,,27032011,
0,15,,25142914.0,,,,27032016,Total
0,15,,4611250.0,,,,27032022,Total
0,15,Total,6443026.0,4396.0,1465.6565059144675,,27042008,
0,15,Total,11259438.0,4782.0,2354.5457967377665,,27042014,
0,15,Total,6936602.0,4215.0,1645.6944246737842,,27052012,
0,15,,13533108.0,316.1333333333333,16837.796977490416,,27052018,Total
0,15,Total,3460985.0,4409.0,784.9818552959855,,27062010,
0,15,,10096843.0,,,,27062021,Total
0,15,Total,19125742.0,4071.0,4698.045197740113,,27072008,
0,15,Total,10286105.0,5039.0,2041.2988688231792,,27072014,
0,15,,7659543.0,430.6,1274.91698524,,27082017,Total
0,15,Total,7767907.0,4618.0,1682.0933304460805,,27092009,
0,15,,7700100.0,,,,27092015,Total
0,15,,2011903.0,,,,27092020,Total
0,15,Total,13137663.0,4758.0,2761.173392181589,,27102013,
0,15,,15310933.0,,,,27102019,Total
0,15,Total,11239396.0,4040.0,2782.028712871287,,27112011,
0,15,,14925917.763063865,332.8,2330.1285834687465,,27112016,Total
0,15,,9792881.0,,,,27112022,Total
0,15,,17839375.0,,,,27122015,Total
0,15,,94160.0,,,,27122020,Total
0,15,,19686389.214810085,428.0,2990.7554251545284,,28012018,Total
0,15,Total,10443413.0,4921.0,2122.2135744767324,,28022010,
0,15,,10212505.0,,,,28022016,Total
0,15,Total,10672470.0,4103.0,2601.138191567146,,28032010,
0,15,Total,17661075.0,4010.0,4404.2581047381545,,28042013,
0,15,,47289639.637877785,,,,28042019,Total
0,15,,10030322.0,327.46666666666664,9533.31483764258,,28052017,Total
0,15,Total,10182749.0,4044.0,2517.9893669634025,,28062009,
0,15,,20204669.0,,,,28062015,Total
0,15,Total,13767297.0,3954.0,3481.865705614568,,28072013,
0,15,,19691946.0,,,,28072019,Total
0,15,Total,16691759.0,4980.0,3351.7588353413653,,28082011,
0,15,,10649953.0,435.6,1691.7136690783848,,28082016,Total
0,15,,6275295.0,,,,28082022,Total
0,15,Total,6929958.0,4186.0,1655.5083612040137,,28092008,
0,15,Total,8850572.0,4983.0,1776.153321292394,,28092014,
0,15,Total,11339024.0,4044.0,2803.9129574678536,,28102007,
0,15,Total,26851814.0,4176.0,6430.032088122605,,28102012,
0,15,,21116109.912876382,439.4666666666666,2509.814755477405,,28102018,Total
0,15,Total,12676084.0,3568.0,3552.714125560538,,28112010,
0,15,,9007348.0,,,,28112021,Total
0,15,Total,17195868.0,5672.0,3031.7115655853318,,28122014,
0,15,Total,11543570.0,5177.0,2229.7797952482133,,29012012,
0,15,,27010247.42327966,374.06666666666666,4025.4142980838888,,29012017,Total
0,15,,10406421.0,,,,29012023,Total
0,15,Total,9219432.0,4196.0,2197.1954242135366,,29032009,
0,15,,13485876.0,,,,29032015,Total
0,15,Total,21058206.0,4379.0,4808.907513130852,,29042012,
0,15,,34537853.547069624,334.6666666666667,19009.33139777608,,29042018,Total
0,15,Total,18544908.0,3932.0,4716.405900305188,,29052011,
0,15,,9245411.0,,,,29052016,Total
0,15,,19481973.0,,,,29052022,Total
0,15,Total,11430217.0,3442.0,3320.806798373039,,29062008,
0,15,Total,11054081.0,4429.0,2495.8412734251524,,29062014,
0,15,Total,28155145.0,3068.0,9177.03552803129,,29072007,
0,15,Total,12304477.0,3297.0,3732.022141340613,,29072012,
0,15,,25962560.249952048,339.8,3219.9595263023525,,29072018,Total
0,15,Total,12403661.0,5452.0,2275.066214233309,,29082010,
0,15,,6075708.0,,,,29082021,Total
0,15,Total,7595465.0,5525.0,1374.7447963800903,,29092013,
0,15,,10099263.0,,,,29092019,Total
0,15,,19866496.29359892,352.8666666666667,3222.365721871536,,29102017,Total
0,15,Total,15754370.0,4134.0,3810.926463473633,,29112009,
0,15,,15077056.0,,,,29112015,Total
0,15,,17233.0,,,,29112020,Total
0,15,Total,19079490.0,4832.0,3948.5699503311257,,29122013,
0,15,,24103229.0,,,,29122019,Total
0,15,Total,16523093.0,4602.0,3590.415688830943,,30012011,
0,15,,13092150.0,,,,30012022,Total
0,15,Total,8886186.0,4183.0,2124.3571599330626,,30032008,
0,15,Total,11322768.241485717,4622.0,2449.755136626074,,30032014,
0,15,,19298756.0,330.26666666666665,16484.356369685334,,30042017,Total
0,15,Total,14159695.0,4288.0,3302.167677238806,,30052010,
0,15,,7844939.0,,,,30052021,Total
0,15,Total,22356393.0,3697.0,6047.17149039762,,30062013,
0,15,,14036069.0,,,,30062019,Total
0,15,,20760188.36111576,366.73333333333335,2902.0844294752624,,30072017,Total
0,15,Total,10126451.0,4950.0,2045.7476767676767,,30082009,
0,15,,10619162.0,,,,30082015,Total
0,15,,6164221.0,,,,30082020,Total
0,15,Total,6679836.0,4321.0,1545.9004859986114,,30092007,
0,15,Total,8525704.0,4805.0,1774.3400624349636,,30092012,
0,15,,8395143.286135405,396.4,1428.7999525853782,,30092018,Total
0,15,Total,16722457.0,4783.0,3496.2276813715243,,30102011,
0,15,,19501970.601491354,388.3333333333333,2699.779713174391,,30102016,Total
0,15,,10795235.0,,,,30102022,Total
0,15,Total,7135088.0,3893.0,1832.799383508862,,30112008,
0,15,Total,15592638.0,4279.0,3643.9911194204255,,30112014,
0,15,Total,21799543.0,4127.0,5282.176641628302,,30122007,
0,15,Total,20994903.0,4843.0,4335.102828825108,,30122012,
0,15,,21741667.178342868,373.8666666666667,2915.2620581269653,,30122018,Total
0,15,Total,12483325.0,4357.0,2865.11934817535,,31012010,
0,15,,12701121.0,,,,31012015,Total
0,15,Total,12950942.0,4720.0,2743.8436440677965,,31032013,
0,15,,11809710.25907552,,,,31032019,Total
0,15,Total,7459950.0,4448.0,1677.1470323741007,,31052009,
0,15,,10845744.0,,,,31052015,Total
0,15,Total,14891118.0,4460.0,3338.8156950672646,,31072011,
0,15,,23794511.0,,,,31072016,Total
0,15,,11304861.0,,,,31072022,Total
0,15,Total,9650485.0,5092.0,1895.224862529458,,31082008,
0,15,Total,10186076.0,5623.0,1811.5020451716168,,31082014,
0,15,Total,13509273.0,4830.0,2796.9509316770186,,31102010,
0,15,,15575227.0,,,,31102021,Total
0,15,,24788339.0,320.6,3709.823088342,,31122017,Total
