cinema_name,postcode_category,cinema_url
Picturehouse Central,Central London,https://www.google.com/maps/place/Picturehouse+Central/data=!4m7!3m6!1s0x487604d3c1a457dd:0x793e8e616512292f!8m2!3d51.5106893!4d-0.133724!16s%2Fg%2F11b7ynnfvr!19sChIJ3VekwdMEdkgRLykSZWGOPnk?authuser=0&hl=en&rclk=1
